nombre_sub_cuenca,Entre Limite Peru-Bolivia Y Rio Lauca,Rio Lluta Alto,Rio Lluta Alto,Rio Lluta Alto,Rio Lauca,Lago Chungara,Azapa Alto,Rio Lluta Bajo,Rio San Jose,Rio San Jose,Rio Lauca,Rio San Jose,Rio San Jose,Rio San Jose,Salar De Surire,Quebrada Vitor,Quebrada Vitor,Rio Camarones Antes Junta Quebrada De Chiza,Entre Estero Sencata Y Rio Sacaya,Quebrada De Tarapaca,Salar Del Huasco,Quebrada De Quipisca,Pampa Del Tamarugal,Salar Del Huasco,Pampa Del Tamarugal,Salar De Michincha,Salar De Ollague,Salar De Ascotan,Rio Loa Alto (Bajo Junta Rio Salado),Loa Medio (Entre R.  Salado Y Q. De Barrera),Salar De Ascotan,Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Rio Loa Alto (Bajo Junta Rio Salado),Loa Medio (Entre R.  Salado Y Q. De Barrera),Loa Medio (Entre R.  Salado Y Q. De Barrera),Quebrada Caracoles Bajo Junta Quebrada El Buitre,Rio San Pedro,Salar De Atacama,Q. Caracoles Entre Quebrada El Buitre Y  Salar Del Carmen,Salar De Atacama,Q. Caracoles Entre Quebrada El Buitre Y  Salar Del Carmen,Salar De Atacama,Pampa De Socompa,Quebrada De Taltal,R.  Copiapo Bajo,R.  Copiapo Medio,R.  Copiapo Medio,Rio Pulido,Rio Huasco,Rio Huasco,Rio Transito,Rio Huasco,Rio Transito,Rio Del Carmen,Rio Transito,Rio Transito,Q. Los Choros Entre Q. Del Pelicano Y Desembocadura,R. Elqui Bajo,Rio Turbio,Rio Turbio,R. Elqui Medio,R. Elqui Medio, E.  El Culebron - Q. El Romeral (Incl.),Rio Claro,Rio Turbio,Rio Hurtado,Rio Hurtado,Rio Hurtado,Rio Limari,Rio Limari,Rio Grande Bajo (Entre Embalse Paloma Y Rio Hurtado),R. Grande Medio (Arriba Junta R. Rapel Y R. Guatulame O Muro Emb. Paloma),R. Guatulame (Muro Embalse Paloma),Rio Grande Alto (Hasta Arriba Junta Rio Rapel),Rio Grande Alto (Hasta Arriba Junta Rio Rapel),R. Guatulame (Muro Embalse Paloma),Rio Grande Alto (Hasta Arriba Junta Rio Rapel),Rio Huatulame (Muro Embalse Paloma),R. Guatulame (Muro Embalse Paloma),Rio Illapel,Rio Illapel,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),Estero Pupio,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),Rio Quilimari Hasta Muro Embalse Culimo,Rio Ligua Alto (Estero Alicahue),Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),Aconcagua Medio,Aconcagua Medio,Aconcagua Bajo,Rio Mapocho Bajo,Aconcagua Bajo,Lago Penuelas,Rio Mapocho Alto,Rio Mapocho Bajo,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Rio Mapocho Bajo,Rio Mapocho Bajo,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),Rio Maipo Alto (Hasta Despues Junta Rio Colorado),Rio Maipo Medio,Rio Maipo Alto,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Rio Maipo Alto,Rio Maipo Alto,Cachapoal Bajo,Cachapoal Bajo,Rio Mataquito,Tinguiririca Bajo,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),Rio Lontue,Rio Lontue,Rio Maule Bajo,Rio Maule Bajo,Rio Maule Bajo,Rio Claro,Rio Claro,Rio Claro,Rio Maule Medio,Rio Loncomilla,Rio Melado,Rio Melado,Rio Loncomilla,Rio Maule Alto,Rio Maule Alto,Perquilauquen Bajo,Perquilauquen Alto,Rio Melado,Nuble Bajo,Nuble Alto,Nuble Alto,Itata Medio,Rio Laja Alto (Hasta Bajo Junta Rio Rucue),Rio Bio-Bio Entre Rio Ranquil Y Rio Duqueco,Rio Bio-Bio Entre Rio Ranquil Y Rio Duqueco,Rios Malleco Y Vergara,Rios Malleco Y Vergara,Rios Malleco Y Vergara,Rio Paicavi,Rio Bio-Bio Alto (Hasta Despues Junta Rio Lamin),Cautin Alto (Hasta Antes Junta R. Quepe),Cautin Alto (Hasta Antes Junta R. Quepe),Cautin Alto (Hasta Antes Junta R. Quepe),Rio Quepe,Lago Villarica Y Tolten Alto,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),R. Rahue Bajo,R. Palena Bajo,R. Palena Bajo,Costeras Entre Rio Marchant Y Seno Ventisquero,Islas Al Este Canal Moraleda,Rio Aisen Entre Rio Riesco Y Desembocadura,Rio Simpson,Rio Simpson,R. Ibanez,Vertiente Sur Lago Jose Miguel Carrera,R. Baker Entre Desague L. J. M. Carrera Y R. De La Colonia,R. Baker Entre Desague L. J. M. Carrera Y R. De La Colonia,R. Baker Entre Arriba R. De La Colonia Y Desembocadura,R. Baker Entre Arriba R. De La Colonia Y Desembocadura,Rio Pascua,Lago O'Higgins,Costeras Del Canal Mesier Entre Limite Region Y Peninsula Exmouth,Lago O'Higgins,Rio Serrano,Rio Serrano,Rio Serrano,Rio Serrano,Rio Serrano,Costeras Entre Rio Serrano Y Rio Hollenberg,Costeras Entre Canadon Seco Y Canadon Grande,Rio Penitente,Costeras Del Golfo Almirante Montt Y Fiordo Obstruccion,Rio Penitente,Costeras Continentales Del Seno Skyring,"Costeras Del E Magallanes, Cabo Esp. Santo Y C. Mo",Costeras Del Estrecho Magallanes Entre Frontera Y Cabo Monmouth,Costeras E Islas Orientales De La Peninsula Brunswick,Costeras E Islas Orientales De La Peninsula Brunswick,Costeras Del Estrecho Magallanes Entre Frontera Y Cabo Monmouth,Costeras Bahia Inutil (Entre Cabo Monmouth Y Cabo Nose),Cuencas Atlanticas Hasta Frontera Entre Arroyo Alfa (Incl.) Y Afluentes R. Grande (Arg.),Afluentes Rio Grande Y Cuencas Cerradas,Afluentes Rio Grande Y Cuencas Cerradas,Islas Navarino Y Gable,Entre Limite Peru - Bolivia Y Rio Lauca,Entre Estero Sencata Y Rio Sacaya,Salar De Ollague,Salar De Maricunga,Q. Los Choros Entre Q. Del Pelicano Y Desembocadura,Mapocho Bajo,Estero Nilahue,Nuble Alto,Nuble Alto,Rio Bio-Bio Alto (Hasta Despues Junta Rio Lamin),Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Costeras Entre Rio Bueno Y Rio Maullin,Costeras Entre Rio Bueno Y Rio Maullin,Rio Aisen Entre Rio Riesco Y Desembocadura,Rio Simpson,Rio Simpson,Vertiente Sur Lago Jose Miguel Carrera,R. Baker Entre Desague L. J. M. Carrera Y R. De La Colonia,Costeras E Islas Orientales De La Peninsula Brunswick,Islas Navarino Y Gable,No Disponible,Salar De Ollague,Costeras Quilimari - Petorca,Mapocho Bajo,Mapocho Bajo,Costeras Quilimari - Petorca,Costeras Quilimari - Petorca,Nuble Alto,Costeras Entre Rio Bueno Y Rio Maullin,Costeras Entre Rio Bueno Y Rio Maullin,Costeras Entre Rio Bueno Y Rio Maullin,Costeras Entre Rio Serrano Y Rio Hollenberg,Costeras Del Estrecho Magallanes Entre Frontera Y Cabo Monmouth
inicio_observaciones,1976-10-01,1978-12-01,2002-02-01,1976-02-01,1989-07-01,1991-06-01,1970-06-01,1969-01-01,1975-01-01,1975-06-01,1969-02-01,1985-09-01,1969-01-01,1970-08-01,1971-12-01,1969-01-01,1969-01-01,1965-11-01,2012-02-01,1982-10-01,1980-11-01,1993-05-01,1993-04-01,1981-08-01,1966-10-01,1973-12-01,1974-01-01,1970-01-01,1984-04-01,1969-11-01,1974-11-01,1969-02-01,1969-04-01,1967-10-01,1980-12-01,1969-02-01,1973-12-01,1980-06-01,1993-11-01,1993-06-01,2005-11-01,1973-09-01,1979-07-01,1983-01-01,1973-12-01,1969-04-01,2015-09-01,1973-09-01,1982-01-01,1975-05-01,1974-09-01,1978-06-01,1974-12-01,1974-12-01,1989-01-01,1984-06-01,1993-03-01,1969-07-01,1993-03-01,1993-03-01,1993-02-01,2003-05-01,1965-02-01,1993-02-01,1993-02-01,1965-02-01,1993-06-01,1979-05-01,1972-07-01,1990-01-01,1972-07-01,1973-05-01,1964-05-01,1978-09-01,1979-02-01,1976-09-01,1979-03-01,1967-07-01,1989-11-01,1977-12-01,1969-04-01,1966-01-01,1968-08-01,1968-11-01,1967-07-01,1999-05-01,1965-02-01,1969-12-01,2014-11-01,2014-11-01,1979-03-01,1975-08-01,1966-01-01,1989-09-01,2001-02-01,1977-08-01,1968-03-01,2004-06-01,2000-07-01,1972-02-01,1978-01-01,1977-08-01,1979-04-01,1974-04-01,1999-09-01,1978-01-01,1980-11-01,1978-01-01,2003-05-01,1999-08-01,2003-03-01,1978-01-01,1977-08-01,1971-06-01,1978-02-01,1978-01-01,1970-03-01,1970-03-01,2014-06-01,1971-09-01,1999-08-01,2014-11-01,1967-05-01,2014-01-01,1986-08-01,1974-12-01,1982-03-01,1999-05-01,1969-10-01,2002-11-01,1976-09-01,2002-10-01,2003-06-01,1965-02-01,2000-01-01,2014-11-01,1975-11-01,1974-06-01,1965-05-01,1976-08-01,1987-07-01,1965-03-01,1965-02-01,2002-04-01,1965-03-01,2014-01-01,2011-03-01,1981-05-01,1968-01-01,1987-08-01,2003-02-01,1972-04-01,1989-03-01,2013-11-01,1984-07-01,1989-01-01,2003-09-01,2014-01-01,1993-08-01,2015-11-01,1993-11-01,2012-01-01,1993-04-01,2013-12-01,2013-04-01,2006-04-01,1993-05-01,2012-11-01,2003-06-01,2012-02-01,2013-11-01,2003-04-01,2003-04-01,2011-05-01,2004-12-01,1999-11-01,2012-12-01,2005-01-01,1976-02-01,2012-12-01,2012-01-01,2012-01-01,2012-01-01,2012-01-01,1993-05-01,2012-01-01,1982-06-01,1987-08-01,1973-12-01,2005-01-01,2014-06-01,2012-01-01,2012-01-01,2012-01-01,2012-01-01,2004-12-01,1965-10-01,1981-04-01,1965-10-01,2005-08-01,1965-10-01,1969-01-01,1965-10-01,1966-01-01,1966-01-01,1965-10-01,1966-01-01,1965-12-01,1965-10-01,1965-10-01,1966-01-01,1965-10-01,1965-10-01,1970-02-01,1966-01-01,1968-07-01,1970-02-01,1967-01-01,1970-02-01,1967-03-01,1975-09-01,1965-10-01,1966-08-01,2000-12-01,1965-11-01,1965-10-01,1965-07-01,2011-12-01,1985-04-01
fin_observaciones,1993-08-01,1993-12-01,2005-08-01,1993-12-01,1993-12-01,2016-04-01,1984-10-01,1993-11-01,1988-09-01,1985-04-01,1971-08-01,1993-12-01,1993-12-01,1973-09-01,1987-03-01,1979-11-01,1993-11-01,1979-03-01,2016-04-01,1989-12-01,1993-12-01,1993-07-01,1993-05-01,1982-06-01,1973-10-01,1983-06-01,1987-11-01,1988-07-01,1989-10-01,1979-06-01,1983-02-01,1993-12-01,1989-12-01,1993-12-01,1991-04-01,1992-08-01,2015-11-01,1993-05-01,1993-12-01,1993-12-01,2016-04-01,1993-12-01,1993-10-01,2016-04-01,1991-06-01,1992-09-01,2016-03-01,1989-03-01,1993-12-01,2016-04-01,1993-12-01,1987-10-01,1993-12-01,1980-05-01,1993-12-01,2016-04-01,1993-12-01,1993-12-01,1993-12-01,1993-12-01,1993-12-01,2016-04-01,1993-12-01,2016-04-01,1993-12-01,1992-10-01,1993-12-01,1993-12-01,1978-05-01,1993-12-01,1993-12-01,1989-07-01,1967-04-01,1993-08-01,1993-12-01,1993-12-01,1993-12-01,1973-10-01,1993-12-01,1983-02-01,1977-07-01,1993-12-01,1979-01-01,1988-05-01,1993-12-01,2016-04-01,1993-12-01,1993-12-01,2016-04-01,2016-04-01,1989-03-01,1993-12-01,1993-12-01,1993-10-01,2016-04-01,1993-12-01,1993-12-01,2016-04-01,2016-04-01,1993-12-01,1993-11-01,1993-12-01,1993-11-01,1993-12-01,2016-04-01,2016-04-01,1993-12-01,1981-09-01,2016-04-01,2002-05-01,2016-04-01,1993-12-01,1993-12-01,1993-12-01,1978-12-01,1984-04-01,1993-12-01,1975-05-01,2016-04-01,1993-12-01,2005-03-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,1986-06-01,2016-04-01,2016-04-01,1993-12-01,2016-04-01,1979-02-01,2003-02-01,2016-04-01,1993-12-01,2005-08-01,2016-04-01,2016-04-01,2016-04-01,1972-06-01,1993-12-01,1993-12-01,1986-09-01,1993-12-01,2016-04-01,1993-12-01,2016-04-01,2016-03-01,1993-12-01,1974-07-01,1993-09-01,2016-03-01,1988-09-01,1993-11-01,2016-04-01,1987-03-01,2016-04-01,2005-08-01,2016-04-01,1993-12-01,2016-03-01,1993-11-01,2016-04-01,1993-12-01,2016-04-01,2016-04-01,2016-04-01,1993-12-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2015-10-01,2007-11-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,1984-12-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-02-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2015-08-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-04-01,2016-02-01,2016-04-01,2016-04-01,2002-04-01,2016-04-01,2016-04-01,2016-04-01,2016-02-01
cantidad_observaciones,121,141,43,190,20,63,77,118,42,80,18,82,234,28,63,102,221,71,45,83,130,2,2,10,19,61,88,137,48,48,68,249,106,215,120,215,271,146,2,7,67,219,155,166,174,227,4,154,51,134,59,106,193,58,40,84,10,255,10,10,11,74,296,23,11,206,7,164,42,43,235,172,34,124,175,193,166,63,46,27,78,305,126,227,285,149,341,248,16,13,102,205,284,41,97,167,263,94,141,229,173,184,152,200,148,251,146,32,82,28,102,135,178,193,11,76,273,62,22,249,38,14,227,25,80,122,158,152,270,108,23,5,102,319,61,18,227,228,55,193,72,210,304,106,287,28,20,144,46,42,98,155,51,29,32,79,19,24,5,5,1,50,6,29,37,65,6,39,93,40,30,79,36,45,76,116,38,77,189,40,51,50,49,50,54,52,26,85,302,84,23,49,52,47,49,69,602,421,605,68,596,565,500,464,599,598,447,472,604,334,598,594,394,401,602,205,515,488,555,586,188,600,425,56,260,401,306,50,101
1964-05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1964-06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1964-07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.439,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1964-08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.939,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1964-09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.673,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1964-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.535,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1964-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.237,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
